2MASS,logL,Umag,Bmag,Vmag,Imag,U-B,B-V,UV
04503621-6947516,3.686,19.127,17.079,15.402,13.784,2.048,1.677,4
05231599-7021572,3.66,19.038,16.99,15.355,13.758,2.048,1.635,4
05403459-7048278,3.826,18.77,16.721,15.035,13.417,2.049,1.686,4
04564616-6924517,4.518,17.473,15.423,13.603,11.73,2.05,1.82,4
05285390-7006138,3.897,18.766,16.715,15.099,13.409,2.051,1.616,4
05125956-6853026,3.608,19.443,17.392,15.682,14,2.051,1.71,4
05381274-6829235,3.817,18.878,16.826,15.128,13.465,2.052,1.698,4
04473066-6836492,3.631,19.214,17.162,15.527,13.861,2.052,1.635,4
05142506-7108135,4.454,17.669,15.616,13.784,11.391,2.053,1.832,0
05111904-6954511,3.638,19.056,17.003,15.488,13.864,2.053,1.515,4
05214643-6936135,3.589,19.334,17.28,15.592,14.128,2.054,1.688,4
04522777-6643580,4.487,17.477,15.423,13.708,11.918,2.054,1.715,4
05114368-6901571,4.071,18.441,16.385,14.54,12.958,2.056,1.845,0
04514844-6919032,5.049,17.313,15.255,13.375,10.591,2.058,1.88,4
05313838-7125469,3.974,19.053,16.995,15.233,13.123,2.058,1.762,4
05292870-6859364,3.805,18.581,16.523,15.1,13.455,2.058,1.423,0
04561401-6626289,4.146,18.135,16.076,14.382,11.542,2.059,1.694,4
05315988-6947099,3.659,19.084,17.025,15.522,13.797,2.059,1.503,4
05431725-6645423,3.571,19.315,17.256,15.75,14.126,2.059,1.506,4
04525423-6910118,4.144,18.227,16.167,14.39,12.682,2.06,1.777,4
05132995-6904317,4.136,18.264,16.203,14.431,12.666,2.061,1.772,4
05402501-7008376,3.548,19.342,17.28,15.654,14.064,2.062,1.626,4
05401075-6922400,4.762,17.363,15.301,13.544,11.102,2.062,1.757,4
04473835-7007399,4.33,18.184,16.122,14.293,12.099,2.062,1.829,4
05411066-6938040,5.179,16.702,14.64,12.972,99.999,2.062,1.668,4
05130837-6903582,3.678,18.604,16.541,15.066,13.641,2.063,1.475,4
05083691-6806010,4.499,17.525,15.46,13.615,11.611,2.065,1.845,4
05113663-6631462,3.638,18.918,16.853,15.341,13.741,2.065,1.512,4
05033478-7022389,4.365,17.463,15.398,13.783,11.898,2.065,1.615,4
05004389-6839228,3.939,18.115,16.047,14.495,13.005,2.068,1.552,4
05275934-6946121,4.136,17.666,15.598,14.214,12.475,2.068,1.384,4
04590593-6841385,4.279,17.777,15.709,13.993,12.261,2.068,1.716,4
05173431-6801285,4.282,18.33,16.261,14.333,12.289,2.069,1.928,4
05074890-6859417,4,18.349,16.28,14.584,13.049,2.069,1.696,0
05212311-6936260,3.596,18.958,16.888,15.392,13.976,2.07,1.496,0
05423222-6727364,3.847,18.383,16.313,14.802,13.167,2.07,1.511,4
04573923-6640243,4.565,17.355,15.285,13.474,99.999,2.07,1.811,0
05344371-6738527,4,18.368,16.297,14.614,12.789,2.071,1.683,4
04561136-6919333,4.526,17.34,15.268,13.507,11.61,2.072,1.761,0
05415958-6922499,4.196,18.024,15.952,14.258,12.477,2.072,1.694,4
05052878-7037231,4.324,17.604,15.531,13.833,12.09,2.073,1.698,0
05400316-6922475,4.714,17.399,15.326,13.631,13.955,2.073,1.695,4
05455459-6758209,4.437,17.587,15.513,13.819,12.002,2.074,1.694,4
05433256-6648086,3.76,18.485,16.409,14.957,13.398,2.076,1.452,2
05205007-7148275,3.638,19.085,17.009,15.462,13.725,2.076,1.547,4
05144002-7156437,3.545,19.853,17.777,15.971,14.243,2.076,1.806,4
05293378-6942452,3.884,18.603,16.525,14.897,13.198,2.078,1.628,4
05134943-6829342,3.893,18.682,16.603,14.921,13.186,2.079,1.682,4
04494898-6842310,4.941,17.343,15.264,13.336,10.517,2.079,1.928,4
05283599-6826151,5.067,16.693,14.614,12.606,11.075,2.079,2.008,4
05413559-6920347,4.599,17.466,15.387,13.623,11.543,2.079,1.764,4
04502038-6856329,4.323,18.167,16.088,14.238,12.12,2.079,1.85,4
04591759-6903254,3.914,18.285,16.206,14.689,13.014,2.079,1.517,4
05415397-6726418,4.011,18.032,15.952,14.458,12.167,2.08,1.494,4
05402314-7129093,3.885,18.604,16.523,14.883,13.174,2.081,1.64,4
05273859-6928440,4.966,16.62,14.539,12.58,10.644,2.081,1.959,4
05271261-6950360,3.989,18.455,16.373,14.865,12.924,2.082,1.508,0
05300742-7153425,4.475,17.558,15.476,13.64,11.832,2.082,1.836,0
05315486-6914562,4.647,16.646,14.564,13.106,11.258,2.082,1.458,4
05482203-7043237,3.704,19.229,17.147,15.415,13.75,2.082,1.732,3
05104515-6907230,3.972,18.778,16.695,14.991,13.214,2.083,1.704,0
04552356-6947459,3.647,19.019,16.936,15.338,13.84,2.083,1.598,0
05344810-6929066,4.443,17.479,15.395,13.572,11.866,2.084,1.823,4
05251460-6930577,3.658,18.942,16.858,15.266,13.822,2.084,1.592,4
05125854-6921493,3.907,18.733,16.648,14.791,12.999,2.085,1.857,4
05312306-6942322,3.897,18.922,16.835,15.223,13.178,2.087,1.612,4
05184155-6853256,3.794,18.396,16.309,14.842,13.387,2.087,1.467,0
05435293-6835059,3.941,18.698,16.61,14.945,13.145,2.088,1.665,4
05050078-6902305,3.692,19.049,16.96,15.378,13.842,2.089,1.582,0
05043081-6856533,3.672,18.895,16.806,15.409,13.846,2.089,1.397,4
05042697-6729108,4.149,17.82,15.731,14.198,12.511,2.089,1.533,4
05071128-6911290,4.078,18.568,16.479,14.648,12.997,2.089,1.831,0
05080601-6840077,4.025,18.437,16.347,14.613,12.941,2.09,1.734,0
04575881-6839519,3.572,19.179,17.089,15.524,13.875,2.09,1.565,4
05313125-6910284,4.712,17.548,15.457,13.512,99.999,2.091,1.945,0
04432439-6855342,4.421,17.636,15.544,13.781,11.839,2.092,1.763,4
05304404-6744178,4.375,17.714,15.621,13.873,10.286,2.093,1.748,4
05300681-6947340,3.943,18.544,16.451,14.868,13.085,2.093,1.583,4
05165270-6938376,3.656,19.214,17.121,15.541,13.938,2.093,1.58,4
05354568-6806430,4.202,18.551,16.457,14.613,12.595,2.094,1.844,4
04530382-7039512,4.486,17.622,15.528,13.653,11.648,2.094,1.875,4
05310418-6919030,5.194,17.846,15.751,14.395,99.999,2.095,1.356,4
05505255-6951281,3.805,19.417,17.32,15.584,13.565,2.097,1.736,0
05295169-6955144,4.273,17.612,15.514,13.972,12.73,2.098,1.542,0
05173663-6847028,3.619,18.909,16.809,15.205,13.866,2.1,1.604,4
05263981-6824209,4.338,17.606,15.504,13.8,12.103,2.102,1.704,4
05424212-7009044,4.377,17.537,15.434,13.791,12.078,2.103,1.643,4
04591335-6851188,4.152,18.558,16.455,14.691,12.59,2.103,1.764,4
05035275-6858407,3.668,18.618,16.514,15.152,13.742,2.104,1.362,0
05042843-7008579,4.211,17.905,15.8,14.132,12.65,2.105,1.668,4
04504418-6954255,4.146,18.202,16.097,14.348,12.655,2.105,1.749,4
05411110-6950366,4.055,18.513,16.407,14.816,12.863,2.106,1.591,4
04561071-6928240,3.833,17.964,15.855,14.747,13.264,2.109,1.108,3
05254838-6609285,3.856,18.542,16.433,14.91,13.103,2.109,1.523,0
05462800-6658048,3.923,18.571,16.462,14.864,13.203,2.109,1.598,4
05405652-6921369,4.58,18.239,16.129,14.139,99.999,2.11,1.99,4
05252137-6927296,3.937,18.836,16.725,14.976,13.134,2.111,1.749,4
05174151-6845255,4.208,17.789,15.678,13.952,12.303,2.111,1.726,0
05263603-6934572,3.839,18.264,16.151,14.321,12.975,2.113,1.83,0
05195814-6904071,4.091,18.056,15.943,14.271,12.543,2.113,1.672,0
05530061-6847568,3.556,20.015,17.901,15.955,14.202,2.114,1.946,4
05340994-6916366,4.405,17.888,15.774,13.884,12,2.114,1.89,4
05254308-6952061,3.773,18.899,16.783,15.297,13.538,2.116,1.486,4
04580770-7050030,4.102,18.478,16.362,14.509,12.724,2.116,1.853,4
05083410-6845100,3.679,18.705,16.587,15.05,13.611,2.118,1.537,0
05035725-6604431,3.686,19.22,17.102,15.487,13.652,2.118,1.615,4
05104258-6613437,4.578,17.139,15.021,13.41,99.999,2.118,1.611,0
05301538-6936389,3.817,18.917,16.799,14.977,13.239,2.118,1.822,0
05264293-6724326,5.35,16.023,13.904,11.936,99.999,2.119,1.968,4
05405749-6842046,3.815,18.706,16.585,15.056,13.393,2.121,1.529,4
05502990-6830586,3.742,19.235,17.108,15.486,13.727,2.127,1.622,4
05313295-6650376,4.631,17.193,15.066,13.263,9.609,2.127,1.803,4
05414450-6911170,4.759,18.158,16.031,13.802,9.774,2.127,2.229,3
05301413-7002107,3.631,18.726,16.597,15.438,13.774,2.129,1.159,4
04464198-6845197,4.659,17.813,15.684,13.776,11.176,2.129,1.908,4
05111218-6537052,3.548,19.23,17.101,15.575,13.99,2.129,1.526,4
05254214-6602301,4.046,18.274,16.142,14.556,12.514,2.132,1.586,0
05021682-6853220,3.779,18.65,16.515,14.919,13.466,2.135,1.596,4
05451640-7012437,4.416,17.81,15.674,13.879,11.941,2.136,1.795,3
04550090-7020446,4.315,17.664,15.528,13.77,12.017,2.136,1.758,4
05345133-6627082,5.023,16.674,14.537,12.633,99.999,2.137,1.904,4
04564913-6726490,4.046,17.755,15.615,14.2,12.704,2.14,1.415,2
05190566-6911442,4.49,17.657,15.516,13.705,11.607,2.141,1.811,0
05394813-6726138,4.156,18.146,16.005,14.22,11.666,2.141,1.785,4
04481333-6834106,3.836,19.655,17.514,15.706,13.542,2.141,1.808,4
05105269-6910320,4.445,17.353,15.211,13.537,12.122,2.142,1.674,0
05333752-6607186,4.83,17.11,14.967,12.678,99.999,2.143,2.289,4
05113648-6816011,4.218,17.847,15.702,13.952,12.153,2.145,1.75,0
05495290-6716348,3.668,19.228,17.083,15.422,13.756,2.145,1.661,4
05122531-6655517,5.098,16.45,14.304,12.797,10.221,2.146,1.507,4
05334585-6702033,4.802,16.819,14.672,12.789,11.301,2.147,1.883,4
04495969-6910127,3.884,18.945,16.798,15.111,13.274,2.147,1.687,4
05280247-6607254,4.793,17.27,15.122,13.472,99.999,2.148,1.65,4
05305580-7004203,3.973,18.435,16.286,14.809,12.934,2.149,1.477,4
04471864-6942205,4.662,17.793,15.644,13.716,11.3,2.149,1.928,4
04552704-6902423,4.279,17.711,15.562,13.888,11.916,2.149,1.674,4
05302900-6709599,4.499,16.853,14.704,13.336,10.286,2.149,1.368,4
05291254-6859424,4.41,17.802,15.652,13.99,99.999,2.15,1.662,2
05290641-6607123,3.94,18.017,15.865,18.758,12.729,2.152,-2.893,3
05560904-6931123,3.998,18.74,16.587,14.906,12.935,2.153,1.681,4
05270972-6617299,4.362,17.827,15.673,13.986,10.59,2.154,1.687,4
05054183-6843165,3.969,18.237,16.082,14.431,12.986,2.155,1.651,0
05184838-6931455,4.139,18.352,16.197,14.631,12.213,2.155,1.566,4
05474442-7057161,3.782,19.203,17.047,15.312,13.567,2.156,1.735,4
05130947-6907285,3.629,18.663,16.507,15.124,13.759,2.156,1.383,0
05064706-6826257,4.176,18.105,15.948,14.153,12.406,2.157,1.795,4
05184521-6932495,3.847,18.575,16.418,14.974,13.298,2.157,1.444,0
05253095-7002356,3.903,19.028,16.871,15.231,13.321,2.157,1.64,4
05493921-6907216,3.742,19.052,16.894,15.267,13.596,2.158,1.627,4
05280003-6919049,3.671,19.623,17.465,15.785,13.946,2.158,1.68,4
05352177-6942467,4.893,16.97,14.811,12.809,10.992,2.159,2.002,4
05395729-6721433,4.575,18.235,16.076,14.373,99.999,2.159,1.703,4
05032165-7100023,3.844,19.349,17.187,15.25,13.455,2.162,1.937,0
04570824-6841470,3.636,19.128,16.966,15.381,13.771,2.162,1.585,4
04542395-6854352,4.094,18.157,15.995,14.377,12.787,2.162,1.618,4
05224365-6937206,4.508,17.509,15.346,13.556,11.859,2.163,1.79,4
05162281-6926145,4.329,17.84,15.673,13.994,12.106,2.167,1.679,0
05025341-6905000,3.968,18.585,16.418,14.786,13.241,2.167,1.632,4
05420912-7005429,4.323,18.714,16.544,14.629,12.29,2.17,1.915,4
05040093-6835488,3.606,18.856,16.685,15.237,13.776,2.171,1.448,4
05080303-6913171,3.543,19.487,17.315,15.612,14.026,2.172,1.703,0
05271540-6951446,3.779,18.593,16.419,15.134,13.224,2.174,1.285,0
05382670-6908527,4.959,18.317,16.14,14.516,99.999,2.177,1.624,4
04554182-6926242,5.181,16.013,13.834,11.776,10.316,2.179,2.058,4
05281702-6948269,3.634,19.356,17.176,15.663,13.833,2.18,1.513,4
04434579-6932204,4.423,17.546,15.365,13.744,11.883,2.181,1.621,4
05264587-6614112,4.144,18.864,16.683,15.029,11.811,2.181,1.654,0
05404390-6839558,3.932,18.561,16.38,14.679,13.035,2.181,1.701,4
05085932-6921463,3.894,18.769,16.587,14.829,13.229,2.182,1.758,0
05520806-6817371,4.812,17.021,14.839,13.087,11.06,2.182,1.752,4
05331146-6852546,4.547,17.403,15.22,13.503,99.999,2.183,1.717,4
05322841-7049584,4.157,17.801,15.617,13.99,12.238,2.184,1.627,4
05261199-6601190,4.177,18.045,15.861,14.23,11.437,2.184,1.631,4
05352992-7056470,3.607,19.243,17.058,15.399,13.846,2.185,1.659,4
05214278-6851503,3.597,19.098,16.913,15.431,13.929,2.185,1.482,4
04560445-6906029,4.183,17.968,15.783,14.158,12.086,2.185,1.625,4
04405219-6804580,3.874,19.262,17.068,15.311,13.271,2.194,1.757,0
05553690-6930149,4.407,18.488,16.293,14.552,12.09,2.195,1.741,0
04545435-6859227,3.864,18.706,16.511,14.879,13.253,2.195,1.632,4
05185464-6939217,4.832,17.47,15.274,13.576,10.612,2.196,1.698,0
05434211-6636293,4.605,17.437,15.24,13.465,9.136,2.197,1.775,4
05413337-6947405,4.966,16.963,14.766,12.9,10.71,2.197,1.866,4
05310146-6959286,4.05,18.125,15.926,14.655,12.835,2.199,1.271,4
05024702-6558222,4.328,17.799,15.599,13.983,11.074,2.2,1.616,0
05153005-6858036,3.658,19.288,17.088,15.431,13.815,2.2,1.657,0
05073299-6634480,4.06,18.172,15.971,14.395,12.734,2.201,1.576,4
05144972-6727197,5.232,16.672,14.468,12.296,9.675,2.204,2.172,0
04544274-6921342,4.541,17.813,15.604,13.771,11.691,2.209,1.833,4
05454925-7100102,4.1,18.619,16.41,14.502,12.808,2.209,1.908,4
05290052-6947336,3.901,18.806,16.597,15.1,13.516,2.209,1.497,4
04562111-6902143,3.537,19.553,17.336,15.728,14.046,2.217,1.608,4
05270157-6959445,3.956,18.461,16.243,14.9,13.167,2.218,1.343,0
05294396-6905498,5.105,16.663,14.444,12.366,99.999,2.219,2.078,4
05250841-6638495,3.821,18.756,16.537,15.079,13.452,2.219,1.458,0
05495318-6857186,4.279,18.011,15.79,13.985,12.12,2.221,1.805,4
05311117-7008527,3.637,19.633,17.412,15.572,13.828,2.221,1.84,4
05262685-7000106,3.775,19.164,16.942,15.295,13.554,2.222,1.647,4
05373064-6902331,4.717,17.926,15.695,13.734,99.999,2.231,1.961,4
05193705-6858520,4.315,17.937,15.706,14.039,12.241,2.231,1.667,4
05103969-6912303,3.648,19.57,17.339,15.569,13.947,2.231,1.77,0
05181682-6931563,4.402,18.021,15.789,14.218,12.043,2.232,1.571,0
05354381-6655218,5.165,15.995,13.757,12.132,9.287,2.238,1.625,1
05273002-6950163,4.034,18.562,16.324,14.937,12.675,2.238,1.387,4
05162335-6916577,3.73,19.325,17.085,15.562,13.655,2.24,1.523,0
05060438-6550331,3.919,19.161,16.92,15.197,13.338,2.241,1.723,3
04441164-6906054,4.532,17.458,15.216,13.447,11.668,2.242,1.769,0
04550307-6929127,5.355,18.678,16.434,14.436,10.121,2.244,1.998,0
05284301-6648386,4.638,17.327,15.082,13.323,99.999,2.245,1.759,4
05112777-6836364,3.92,18.514,16.267,14.711,13.08,2.247,1.556,4
05541177-6901077,3.722,19.27,17.02,15.427,13.591,2.25,1.593,4
05243073-6941214,3.58,19.178,16.928,15.364,13.991,2.25,1.564,4
05544470-6947144,4.843,16.9,14.645,12.931,10.769,2.255,1.714,4
05355628-6917507,4.762,17.747,15.486,13.516,10.562,2.261,1.97,3
05091281-6820347,3.853,18.879,16.617,14.968,13.269,2.262,1.649,0
05362546-6655383,5.241,17.145,14.882,12.634,99.999,2.263,2.248,4
05242555-6952057,3.652,18.748,16.481,15.294,13.668,2.267,1.187,4
05405264-6839502,4.015,18.659,16.387,14.596,12.899,2.272,1.791,4
04533087-6917496,4.953,18.033,15.761,13.833,99.999,2.272,1.928,1
05423148-6924231,4.496,17.648,15.369,13.669,99.999,2.279,1.7,4
04531479-6912180,5.15,18.187,15.907,13.783,10.73,2.28,2.124,4
05305107-7041508,4.667,17.508,15.225,13.345,11.211,2.283,1.88,4
05350274-6924020,4.435,17.76,15.477,13.672,11.896,2.283,1.805,0
05421784-6902386,3.673,18.89,16.606,15.38,13.761,2.284,1.226,3
05134761-6855070,4.294,18.095,15.808,14.203,12.253,2.287,1.605,0
05013679-6923409,4.127,18.658,16.37,14.675,12.668,2.288,1.695,0
05435705-7046396,3.613,19.194,16.9,15.359,13.869,2.294,1.541,4
05165586-6646500,4.115,19.264,16.964,19.703,12.444,2.3,-2.739,0
05175489-6936238,3.77,18.698,16.398,15.932,99.999,2.3,0.466,0
05344377-7109455,3.716,19.215,16.913,15.234,13.654,2.302,1.679,4
05111234-6923091,4.244,18.265,15.962,13.897,11.891,2.303,2.065,4
05041843-6605470,4.648,17.438,15.132,13.355,9.179,2.306,1.777,0
05362345-6850266,4.313,18.06,15.75,14.091,10.969,2.31,1.659,4
05280768-7019554,3.796,19.475,17.163,15.454,13.539,2.312,1.709,0
05441525-6657167,4.01,18.909,16.583,14.952,13.084,2.326,1.631,4
05092686-7010199,4.342,18.014,15.687,13.889,12.185,2.327,1.798,4
05283167-6921228,3.934,18.704,16.371,14.796,13.153,2.333,1.575,0
04443117-7012430,4.477,17.767,15.432,13.635,11.931,2.335,1.797,0
05074716-6842487,3.661,19.109,16.774,15.212,13.715,2.335,1.562,0
05292154-6844111,4.869,16.992,14.657,12.898,99.999,2.335,1.759,1
04574458-6930341,4.82,17.693,15.354,13.426,11.054,2.339,1.928,4
05404375-6921581,5.252,17.639,15.294,13.576,10.494,2.345,1.718,4
05401841-6817443,3.882,18.846,16.5,14.87,13.206,2.346,1.63,4
05072484-6907052,4.406,18.158,15.808,14.019,12.436,2.35,1.789,4
05100703-6908411,4.101,18.584,16.233,14.6,12.855,2.351,1.633,0
05101637-6901208,3.547,20.056,17.704,15.967,14.21,2.352,1.737,0
05213046-6552375,4.393,18.34,15.986,14.145,12.173,2.354,1.841,0
05360978-6910358,4.896,18.513,16.151,14.423,99.999,2.362,1.728,4
05401697-6927538,4.946,16.967,14.604,13.026,10.656,2.363,1.578,4
04550985-6905491,4.422,17.982,15.618,13.887,11.866,2.364,1.731,4
05301045-7004109,4.427,17.585,15.219,13.955,11.784,2.366,1.264,0
05515412-6836146,3.83,18.949,16.578,14.991,13.353,2.371,1.587,4
05133658-6848454,3.71,19.181,16.793,15.261,13.688,2.388,1.532,0
05381812-6917425,4.94,18.392,16.003,14.415,11.083,2.389,1.588,4
05244831-6840256,4.166,18.683,16.287,14.563,12.077,2.396,1.724,4
05385597-7058110,3.698,19.082,16.686,15.117,13.575,2.396,1.569,4
05333761-6911552,4.491,17.945,15.545,13.827,99.999,2.4,1.718,4
05245681-6941174,4.653,17.396,14.989,13.284,11.241,2.407,1.705,4
05315683-7058366,4.037,18.681,16.264,14.215,12.863,2.417,2.049,4
05355534-6841508,4.185,18.303,15.885,14.139,11.558,2.418,1.746,4
05235626-6936217,4.619,17.173,14.753,13.138,11.54,2.42,1.615,4
05414081-6731269,3.568,19.313,16.886,18.942,13.881,2.427,-2.056,4
05370482-7054072,4.21,18.222,15.792,14.064,12.422,2.43,1.728,4
05231733-6926415,3.622,19.512,17.069,15.496,13.923,2.443,1.573,4
05401767-7049046,3.688,19.472,17.021,15.334,13.752,2.451,1.687,4
05033306-6628450,4.313,18.078,15.625,14.045,12.225,2.453,1.58,4
05311766-7051089,4.401,17.64,15.187,13.31,11.828,2.453,1.877,3
05250526-6941279,3.686,19.022,16.568,15.045,13.652,2.454,1.523,4
05084580-6844534,3.782,18.86,16.401,14.917,13.386,2.459,1.484,0
04584386-7046202,4.058,18.403,15.942,14.26,12.657,2.461,1.682,4
05362038-6856186,4.933,18.265,15.803,14.204,99.999,2.462,1.599,4
05214834-6757515,4.839,17.801,15.328,13.67,10.918,2.473,1.658,4
05113616-6905463,3.527,20.025,17.55,15.867,14.297,2.475,1.683,4
05244489-6927576,5.013,17.189,14.713,13.403,99.999,2.476,1.31,4
05305165-7055279,5.031,17.528,15.05,13.116,99.999,2.478,1.934,4
05215597-6549481,4.99,17.111,14.633,12.425,9.092,2.478,2.208,4
05011875-6910039,3.576,19.379,16.901,16.61,99.999,2.478,0.291,4
05274361-6859061,5.116,16.138,13.659,12.139,99.999,2.479,1.52,0
05323530-6907516,4.903,17.458,14.977,13.562,9.701,2.481,1.415,4
05185261-6939192,4.512,18.29,15.809,14.069,11.545,2.481,1.74,0
05001028-6812598,4.074,18.593,16.108,14.438,12.936,2.485,1.67,4
05323262-7011232,3.743,19.624,17.136,15.613,13.709,2.488,1.523,0
05011491-6810440,4.125,18.741,16.249,14.467,12.655,2.492,1.782,4
05264272-6857131,4.861,17.513,14.991,13.825,99.999,2.522,1.166,4
05034372-6923511,3.746,18.793,16.264,14.805,99.999,2.529,1.459,0
05244610-6555559,4.449,18.03,15.471,13.722,10.032,2.559,1.749,0
05314741-6603406,4.778,19.923,17.349,15.168,99.999,2.574,2.181,4
05212796-6930162,4.969,17.914,15.324,13.546,10.718,2.59,1.778,4
05314417-7048136,4.469,18.346,15.754,13.91,11.892,2.592,1.844,2
05250175-6552008,4.984,17.508,14.907,13.126,99.999,2.601,1.781,4
05254411-7057398,3.764,19.42,16.818,15.098,13.518,2.602,1.72,0
05382466-7051469,4.431,17.68,15.071,13.427,11.797,2.609,1.644,4
05364060-6923163,4.757,17.118,14.504,12.996,99.999,2.614,1.508,4
04492246-6924344,5.058,18.561,15.937,13.777,99.999,2.624,2.16,4
05051429-6618531,4.548,17.867,15.241,13.181,11.875,2.626,2.06,0
05310834-6608293,3.573,19.453,16.823,15.338,13.844,2.63,1.485,0
05223780-6848130,3.636,19.798,17.145,15.498,13.875,2.653,1.647,0
05101374-6927566,4.282,18.766,16.105,14.359,12.421,2.661,1.746,0
05305446-7041482,4.284,18.239,15.54,13.845,12.096,2.699,1.695,1
05214388-6921255,4.548,18.288,15.568,13.819,11.967,2.72,1.749,4
05454720-7046249,3.969,19.004,16.267,14.618,12.964,2.737,1.649,4
05321853-7045089,4.435,18.417,15.642,13.768,11.696,2.775,1.874,2
05100178-6859192,4.345,18.703,15.925,14.129,12.322,2.778,1.796,4
05354110-6911596,5.061,18.999,16.208,14.045,99.999,2.791,2.163,3
05265251-6957314,3.707,18.446,15.65,15.148,13.511,2.796,0.502,4
04483792-6941189,3.776,18.157,15.341,14.869,13.325,2.816,0.472,3
05241931-6938492,5.512,19.519,16.688,13.858,99.999,2.831,2.83,4
05421218-6912131,4.525,17.154,14.264,13.316,11.692,2.89,0.948,2
05411893-7046080,3.598,20.191,17.267,15.641,14.053,2.924,1.626,4
05065398-6956282,4.427,18.444,15.479,13.891,12.31,2.965,1.588,0
05193218-6925332,4.762,16.796,13.794,13.026,11.131,3.002,0.768,4
05353459-7102296,3.946,19.976,16.97,15.217,13.186,3.006,1.753,4
05431491-6723166,4.342,19.514,16.383,14.206,12.292,3.131,2.177,4
04530655-6937442,3.766,21.599,18.458,17.984,14.347,3.141,0.474,3
05041474-6630428,3.844,19.219,16.056,14.639,13.138,3.163,1.417,4
05414786-6912059,4.981,19.677,16.488,13.749,9.769,3.189,2.739,4
05250390-6952121,3.579,19.345,16.112,15.217,13.734,3.233,0.895,4
05240175-7209352,3.719,19.65,16.343,14.938,99.999,3.307,1.405,3
05042640-6625585,4.045,19.858,16.379,14.648,12.744,3.479,1.731,4
05165720-6928397,3.541,20.301,16.809,17.021,14.06,3.492,-0.212,4
05405919-6926109,4.867,16.965,13.464,12.806,11.425,3.501,0.658,4
05335391-6918307,3.602,20.424,16.829,15.177,13.838,3.595,1.652,4
05191556-6620334,4.13,19.974,16.375,18.179,99.999,3.599,-1.804,4
05393233-6934500,5.309,18.044,14.372,13.283,10.729,3.672,1.089,4
